A0,A1,A2
4.51,4.57,4.78
5,4.71,4.78
5,4.92,4.31
5,4.84,4.83
5,4.96,2.83
2.76,0.86,0.16
0.43,0,0
0.37,0,0
0.03,0,0
0.07,0,0
0.25,0.18,3.66
5,4.65,4.82
5,4.81,4.96
4.93,5,5
5,5,5
5,4.88,3.26
1.61,0,0
0.41,0,0
0.39,0,0
0.36,0,0
0.13,0,0.23
2.24,4.12,4.62
5,4.67,4.81
5,4.76,4.79
5,4.65,5
5,4.55,4.78
5,3.91,2.32
1.08,0,0
0.42,0,0
0.16,0,0
0.5,0,0
0.15,0,0.7
1.39,4.1,4.79
5,4.64,4.83
5,5,5
5,4.57,5
5,5,4.96
4.9,2.35,0.52
0.28,0,0
0.37,0,0
0.51,0.12,0
1.34,0.17,0
0.2,0,2.36
4.35,4.63,4.74
5,4.68,4.82
5,5,5
5,5,4.39
5,4.68,4.91
3.17,0.89,0.14
0.56,0,0
0.39,0,0
0.69,0,0.48
0.68,0.05,0
0.43,1.41,2.3
4.68,4.6,4.79
5,4.69,4.82
5,5,5
5,5,5
5,4.86,2.52
3.53,0.46,0
0.39,0,0
0.4,0,0.14
0.74,0.11,0
0.71,0,0
0.56,0,3.9
5,4.67,4.78
5,4.68,4.83
5,5,4.14
4.65,4.17,5
5,3.95,3.28
1.34,0,0
0.42,0,0
0.35,0,0
1.06,0,0
0.25,0,0
2.36,1.37,4.44
5,4.66,4.76
5,4.64,5
5,4.34,5
5,5,4.47
5,3.55,2.18
0.91,0,0
0.43,0,0
0.13,0,0.42
0.15,0.35,0
0.32,0,0
2.57,3.74,4.73
5,4.68,4.78
5,5,5
5,4.23,4.88
5,4.59,4.81
5,2.69,0.74
0.33,0,0
0.4,0,0
0.02,0,0
0.65,0,0.06
0.2,0.89,1.64
4.53,4.66,4.77
5,4.69,4.8
5,4.94,4.64
4.71,5,5
5,4.69,3.64
4.22,0.43,0
0.43,0,0
0.51,0,0
0,0,0.28
0.3,0,0
0.45,0,1.6
5,4.6,4.77
5,4.69,4.97
5,5,5
5,5,5
5,4.72,3.07
2.64,0.48,0
0.38,0,0
0.39,0,0
0,0,0.31
0.33,0.1,0
0.91,2.57,4.02
5,4.66,4.8
5,4.72,5
5,5,5
5,5,5
5,2.96,1.71
0.99,0,0
0.43,0,0
0.36,0.49,0.43
0.87,0.14,0
0.1,0.06,0.94
2.72,4.16,4.75
5,4.64,4.85
5,4.88,5
5,5,5
5,5,4.91
4.54,2.69,0.09
0.38,0,0
0.4,0,0
0.03,0,0
0.92,0.15,0.01
0.71,0,2.8
3.63,4.32,4.79
5,4.68,4.8
5,5,5
5,5,5
5,4.88,4.51
3.18,2.94,0.44
0.4,0,0
0.39,0,0.01
0,0.39,0
0.56,0.23,0.12
0.4,0.43,0.21
4.87,4.64,4.77
5,4.74,4.77
4.81,4.94,5
5,5,5
5,4.68,2.69
3.04,0.34,0
0.4,0,0
0.41,0,0.5
0.09,0.08,0.62
0.45,0,0
0.3,0.51,2.73
5,4.8,4.8
5,4.7,4.78
5,4.56,4.35
4.47,5,5
5,4.9,3.5
3.97,0,0
0.37,0,0
0.37,0,0
0.38,0.83,0
0.71,0,0
0.15,1.64,4.27
5,4.67,4.78
5,4.69,5
5,4.37,5
5,4.81,4.76
5,2.34,2.76
1.3,0,0
0.37,0,0
0.34,0,0.21
0.94,0.3,0
0.67,0,0
1.13,3.16,4.91
5,4.68,4.76
5,4.72,5
5,5,5
5,5,5
5,4.83,1.74
0.82,0,0
0.42,0,0
0.06,0,0
0.82,0,0
0.48,0,1.47
3.02,3.76,4.78
5,4.68,4.83
5,5,5
5,4.69,4.35
5,4.69,4.93
3.71,3.78,0.65
0.48,0,0
0.42,0,0
0.02,0,0
1.07,0,0
0.36,0,1.13
4.31,4.69,4.75
5,4.8,4.82
5,4.72,5
5,5,5
5,4.82,4.36
3.72,0.49,0.13
0.39,0,0
0.36,0,0
0.76,0.58,0
0.08,0,0
0.34,1.53,1.49
5,4.66,4.79
5,4.73,4.78
5,4.99,4.45
4.3,4.84,5
5,4.9,3.15
1.69,0.11,0
0.43,0,0
0.38,0,0.38
0.51,0.55,0.09
0.14,0,0
2.22,1.62,4.56
5,4.7,4.79
5,4.69,5
5,4.36,5
5,4.63,4.84
5,4.63,1.8
0.48,0,0
0.43,0,0
0,0,0.16
1,0.18,0
0.24,0,1.22
3.67,4.26,4.78
5,4.62,4.92
5,5,5
5,5,5
5,4.99,4.7
2.43,1.84,0.52
0.42,0,0
0.54,0,0
0.63,0.41,0.44
1.05,0.31,0.14
0.48,0.87,0.11
4.95,4.58,4.78
5,4.64,4.78
5,4.67,5
5,5,5
5,4.71,2.39
2.88,0.17,0
0.42,0,0
0.4,0,0.63
1.09,0.59,0
0.49,0.24,0
0.9,2.81,4
5,4.61,4.76
5,4.75,4.87
5,5,5
5,4.76,4.41
5,2.11,4.88
1.07,0,0
0.38,0,0
0.35,0,0.25
1.37,0,0
0.89,0,0
0.85,3.21,4.89
5,4.66,4.74
5,4.71,5
4.69,4.82,5
5,4.98,4.61
3.72,2.35,1.06
0.46,0,0
0.4,0,0
0.13,0,0.52
1.37,0,0
0.49,0,1.94
4.07,4.68,4.75
5,4.67,4.83
5,5,5
4.89,5,4.78
5,4.59,3.52
3.59,2.42,0
0.37,0,0
0.51,0,0
0.74,0.76,0
0.97,0.43,0
0.54,1.99,2.91
4.97,4.68,4.76
5,4.71,4.83
5,5,5
5,5,4.49
5,4.61,2.8
2.69,0.21,0
0.4,0,0
0.33,0,0
0.54,0.26,0.4
0.79,0,0
0.15,0.32,3.86
5,4.71,4.78
5,4.68,5
5,4.25,5
5,5,5
5,3.42,4.39
1.28,0,0
0.42,0,0
0.06,0,0
1.12,0,0
0.34,0,1.05
0.59,3.44,4.77
5,4.64,4.81
5,5,5
5,5,5
5,4.8,5
5,4.52,1
0.43,0,0
0.41,0,0
0,0,0.16
0.18,0,0.02
0.18,0.39,2.27
3.97,4.66,4.8
5,4.68,4.8
5,5,5
5,5,4.78
5,4.55,3.7
3.31,0.98,0.4
0.41,0,0
0.36,0,0
0.22,0,0
0.23,0,0
0.22,1.05,3.65
5,4.68,4.77
5,4.67,4.93
5,5,5
5,5,5
5,4.12,3.5
1.68,0,0
0.42,0,0
0.36,0,0
0.03,0,0
0.16,0.01,0
1.15,3.48,4.78
5,4.66,4.81
5,4.73,5
5,5,4.57
5,4.83,4.54
3.59,3.67,0.81
0.37,0,0
0.39,0,0
0,0,0
0.22,0.34,0
0.18,0,2.01
3.89,4.86,4.8
5,4.66,4.79
5,4.56,5
5,5,5
5,4.74,4.23
5,1.6,0
0.41,0,0
0.33,0,0
0.59,0,0
0.68,0,0
0.51,0.35,3.09
5,4.7,4.76
5,4.67,4.84
4.86,5,5
5,5,4.88
5,4.44,2.83
1.87,0,0
0.41,0,0
0.49,0.35,0.15
0.98,0.75,0
0.74,0,0
2.27,2.89,4.16
5,4.73,4.77
5,4.72,5
4.61,4.67,5
5,5,5
5,3.86,2.55
1,0,0
0.36,0,0
0.04,0,0
1.05,0.35,0
0.15,0,0.63
2.32,3.73,4.75
5,4.7,4.84
5,5,4.78
5,3.81,4.7
4.98,4.54,4.75
5,2.27,0.73
0.68,0,0
0.42,0,0
0.06,0.56,0.16
1.19,0,0
0.28,1.21,1.57
4.4,4.64,4.77
5,4.68,4.8
5,5,5
5,5,4.13
5,4.82,3.44
4.1,0.94,0.08
0.66,0,0
0.36,0,0
0.65,0,0
0.18,0.2,0
0.29,1.35,3.22
5,4.49,4.76
5,4.69,4.86
5,5,5
5,4.62,5
5,3.58,3.73
1.83,0.24,0.2
0.75,0,0
0.31,0,0
0.92,0,0
0.07,0,0
2.05,1.45,3.59
5,4.38,4.67
5,4.72,5
5,4.66,4.89
5,4.73,5
5,4.21,3.17
1.73,0.61,0.19
0.49,0,0
0.12,0,0
0.36,0,0
0.27,0,0
2.02,3.08,4.3
4.97,4.53,4.82
5,4.61,5
5,5,4.57
5,4.74,4.92
3.76,4.56,1.33
0.9,0.05,0
0.38,0,0
0.07,0,0.05
0.06,0,0
0.45,0,1.2
3.93,3.98,4.63
5,4.7,4.81
5,5,5
5,5,5
5,4.8,4.42
4.69,1.63,0.54
0.64,0,0
0.35,0,0
0.16,0,0
0.12,0,0
0.45,1.05,0.57
4.42,4.64,4.72
5,4.69,4.81
5,4.94,5
4.89,5,5
5,4.91,2.89
4.97,0.94,0.19
0.33,0,0
0.33,0,0
0.43,0.39,0
0.1,0,0
2.44,0.01,3.95
5,4.67,4.82
5,4.73,5
5,5,4.27
5,4.66,5
5,2.54,4.66
1.37,0,0
0.36,0,0
0.33,0,0.43
0.99,0,0
0.09,0,0
2.67,3.46,4.8
5,4.71,4.79
5,4.75,4.67
5,4.21,5
5,4.97,5
3.23,4.79,1.3
0.65,0,0
0.4,0,0
0.04,0,0
0.97,0.35,0
0.54,0,1.72
3.54,4.83,4.76
5,4.69,4.82
5,5,5
5,5,4.92
5,4.74,3.44
4.01,2.38,0.4
0.41,0,0
0.33,0,0
0.8,0,0.52
0.52,0,0.09
0.47,1.25,2.19
5,4.65,4.94
5,4.74,4.75
5,4.47,4.69
4.81,5,5
5,4.91,4.73
4.88,0.54,0.17
0.58,0,0
0.4,0,0
0.04,0,0
0.58,0.12,0
1.74,1.4,3.76
5,4.64,4.8
5,4.69,4.85
5,5,4.15
4.96,4.79,5
4.96,4.62,3.11
1.89,0.59,0
0.7,0.07,0
0.38,0,0
1.06,0,0.29
0.05,0,0
1.05,2.41,3.66
4.97,4.54,4.46
5,4.76,5
5,4.39,4.93
5,4.53,4.94
5,3.72,3.54
2.06,0.83,0.7
0.6,0,0
0.04,0,0
0.03,0,0
0.1,0,0.7
1.55,3.2,3.91
4.62,4.27,4.52
5,4.53,5
5,4.99,4.99
5,4.49,4.73
4.94,3.53,1.68
1.45,0.68,0.98
0.82,0.01,0
0.03,0,0
0.37,0,0
0.16,0.1,0.84
3.6,3.68,3.89
5,4.64,4.84
5,5,5
5,4.87,5
5,4.44,4.83
4.83,2,1.51
1.76,0.58,0.66
1.05,0,0
0.94,0,0.08
0.02,0,0
0.4,0.14,2.21
3.76,3.88,4.06
4.92,4.65,4.85
4.76,4.96,5
5,5,4.13
5,4.53,4.71
4.74,1.26,0.95
1.43,0.24,0.17
0.47,0,0
0.03,0,0
0.24,0,0
0.69,1.79,3.41
4.68,3.94,4.32
5,4.72,5
5,5,4.79
5,5,5
5,3.62,3.57
1.82,0.68,0.57
0.77,0.02,0
0.05,0,0
0,0,0
0.05,0,0.44
0.99,3.2,4.08
4.69,4.55,4.83
5,4.98,5
5,5,5
5,4.83,4.73
4.52,3.15,1.26
1.27,0.12,0.19
0.35,0,0
0.06,0,0
0.93,0,0
0.63,0,1.2
4.15,4.28,4.84
5,4.7,4.77
5,5,5
5,4.94,5
5,4.75,4.91
5,1.25,0.3
0.72,0,0
0.41,0,0
0,0,0
0.61,0,0.24
0.35,1.35,1.02
5,4.7,4.78
5,4.72,4.83
5,4.75,4.55
4.76,5,5
5,4.95,3.13
2.52,0.1,0
0.43,0,0
0.4,0,0.23
0.65,0.62,0.45
1.04,0,0
0.66,1.61,4.02
5,4.82,4.75
5,4.7,5
5,4.53,5
5,5,5
5,4.47,2.54
1.11,0,0
0.41,0,0
0.1,0,0
1.47,0,0
0.39,0,0
1.93,3.36,4.81
5,4.73,4.78
5,4.7,5
5,4.34,5
5,5,4.95
4.41,4.31,2.04
1.22,0.09,0
0.36,0,0
0.04,0,0.38
0.24,0.57,0
0.18,0,1.74
3.43,4.37,4.78
5,4.66,4.8
5,5,5
4.85,5,5
5,4.92,4.71
5,3.13,0.99
1.05,0.04,0
0.44,0,0
0.08,0.43,0.28
0.79,0,0
0.48,0.9,1.57
4.13,4.46,4.55
5,4.78,4.75
5,4.83,5
5,5,5
5,4.76,3.97
4.08,1.21,0.59
1.31,0.3,0.03
0.45,0,0
0.13,0,0.36
0.07,0,0
1.16,1.77,2.9
4.77,4.32,4.5
5,4.69,4.86
5,4.52,5
5,4.92,5
5,2.99,4.35
3,0.95,0.76
0.59,0.36,0.1
0.43,0,0
0,0,0
0.04,0,0
1.82,0.96,3.39
4.59,4.31,4.64
5,4.68,5
5,4.84,5
4.84,5,4.76
5,4.89,3.65
1.95,0.76,0.52
0.99,0,0
0.28,0,0
0.09,0,0
0.91,0,0
1.48,3.31,4.16
5,4.71,4.75
5,4.76,4.77
5,4.94,5
4.97,4.71,5
5,4.6,1.17
1.33,0.48,0.13
0.57,0,0
0.52,0,0
0.05,0,0
0.61,0.42,1
2.29,4.15,4.61
5,4.66,4.8
5,4.49,5
5,5,5
5,4.5,4.17
4.6,3.07,1.05
0.91,0,0
0.42,0,0
0,0,0
0.06,0,0.26
1.01,2.08,0.31
4.79,4.7,4.83
5,4.74,4.81
5,5,4.45
5,4.55,5
4.96,4.71,2.85
4.13,0.17,0.6
0.66,0,0
0.53,0,0
0.06,0.08,0.25
0.17,0.24,0
0.65,1.71,1.12
5,4.64,4.76
5,4.73,4.82
5,5,4.65
4.78,4.74,5
5,4.8,4.76
4.34,0.33,0.27
0.56,0,0
0.39,0,0
0.01,0,0
0.32,0,0.08
0.55,1.93,3.62
5,4.69,4.78
5,4.73,4.8
5,4.98,4.38
4.8,4.64,5
5,4.66,2.97
2.47,0,0
0.39,0,0
0.25,0,0
0.78,0,0
0.12,0.09,0
1.5,2.86,4.27
5,4.82,4.73
5,4.82,4.59
5,5,4.64
5,4.54,4.65
5,3.16,4.46
0.98,0.35,0
0.37,0,0
0.28,0,0
0.78,0,0
0.75,0.07,1.2
2.66,3.24,4.5
5,4.83,4.8
5,4.8,5
5,5,4.87
4.73,4.99,5
3.77,4.34,3.48
1.08,0.22,0.19
0.28,0,0
0.05,0,0.12
1.09,0,0
0.02,0.03,1.3
0.75,3.46,4.77
5,5,4.73
5,4.99,5
5,5,5
5,5,4.73
3.83,5,1.97
0.57,0.03,0
0.3,0,0
0,0,0
0.98,0,0
0,0,1.36
2.75,4.16,4.78
5,4.89,4.83
5,5,5
5,4.92,4.79
5,4.76,5
3.39,4.82,0.87
0.79,0,0.1
0.37,0,0
0,0,0
0.82,0,0
0.13,0.11,0.96
2.41,4.16,4.76
5,4.92,4.75
5,5,5
5,5,5
5,5,4.8
4.28,3.08,0.48
0.63,0,0
0.26,0,0
0,0,0
0.35,0,0
0.3,0,1.71
3.35,4.41,4.78
5,5,4.79
5,5,4.67
5,4.8,5
4.68,5,4.68
5,2.79,0.4
0.52,0,0
0.22,0,0
0,0,0
0,0,0
0.57,0.84,0.13
2.64,4.43,4.84
5,4.9,4.94
5,5,4.61
4.84,5,5
4.78,4.6,4.89
4.6,2.72,0.32
0.37,0,0
0.33,0,0
0,0,0
0,0,0
0.88,0,2.39
4.23,4.68,4.85
5,4.91,4.92
5,4.57,5
5,5,5
5,4.93,4.37
4.24,2.11,0.13
0.15,0,0
0.22,0,0
0.9,0.17,0
0.06,0,0
0.43,0.77,2.73
4.74,4.86,4.89
5,4.86,4.92
5,5,5
5,5,5
5,5,4.21
5,1.84,0
0.27,0,0
0.34,0,0
0,0,0
0.02,0.03,0.16
0.22,1.81,0.92
5,4.81,4.85
5,4.85,4.86
5,4.87,4.52
4.61,5,5
5,4.99,2.85
3.19,0,0
0.26,0,0
0.25,0,0.63
0,0,0
0.61,0.43,0
0.07,1.67,2.95
5,4.84,4.81
5,4.94,4.95
5,5,5
5,5,4.86
5,4.9,2.91
3,0.82,0
0.22,0,0
0.27,0,0
0.7,0,0
0.65,0.43,0
0.41,1.7,2.95
4.94,4.84,4.9
5,4.83,4.93
5,5,4.51
4.37,4.32,5
5,4.88,4.77
5,0.37,0
0.29,0,0
0.22,0,0
0.8,0,0.41
0.82,0.25,0
0.24,1.9,2.19
5,4.95,5
5,4.89,4.93
5,4.74,4.53
5,5,5
5,4.48,3.9
4.6,0.45,0.02
0.24,0,0
0.26,0,0
0.47,0.7,0.04
0.1,0,0
2.78,1.25,4.26
5,5,5
5,5,5
5,5,4.85
4.6,5,5
5,3.91,5
2.44,0.94,0.32
0.19,0,0
0,0,0
0.26,0,0.06
0.46,0.28,0.3
0.5,0.3,0.3
0.43,0.3,0.3
0.43,0.27,0.3
0.46,0.31,0.29
0.43,0.36,0.29
0.43,0.43,0.3
0.42,0.38,0.4
0.42,0.34,0.31
0.42,0.33,0.2
0.41,0.29,0.32
0.42,0.31,0.31
0.41,0.24,0.26
0.41,0.37,0.3
0.41,0.36,0.35
0.41,0.36,0.5
0.42,0.35,0.34
0.42,0.35,0.34
0.42,0.34,0.35
0.42,0.34,0.33
0.42,0.33,0.33
0.42,0.33,0.32
0.43,0.33,0.33
0.43,0.34,0.33
0.43,0.34,0.32
0.43,0.34,0.32
0.43,0.34,0.32
0.43,0.34,0.31
0.43,0.34,0.31
0.43,0.34,0.32
0.43,0.34,0.31
0.41,0.34,0.31
0.41,0.33,0.31
0.43,0.33,0.31
0.45,0.33,0.31
0.44,0.33,0.31
0.44,0.33,0.31
0.44,0.33,0.31
0.44,0.33,0.31
0.44,0.33,0.3
0.46,0.33,0.31
0.46,0.33,0.31
0.46,0.33,0.31
0.46,0.33,0.31
0.46,0.33,0.31
0.46,0.33,0.31
0.47,0.33,0.31
0.47,0.33,0.31
0.48,0.33,0.31
0.48,0.33,0.31
0.49,0.33,0.31
0.49,0.33,0.31
0.49,0.33,0.31
0.5,0.33,0.31
0.5,0.34,0.31
0.5,0.34,0.31
0.5,0.34,0.31
0.51,0.34,0.32
0.51,0.34,0.31
0.51,0.35,0.32
0.51,0.34,0.33
0.51,0.34,0.32
0.51,0.34,0.32
0.51,0.35,0.34
0.52,0.35,0.34
0.52,0.34,0.34
0.52,0.35,0.39
0.52,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.51,0.35,0.31
0.52,0.35,0.31
0.51,0.36,0.31
0.51,0.35,0.31
0.52,0.35,0.31
0.53,0.35,0.32
0.53,0.35,0.31
0.53,0.35,0.31
0.53,0.35,0.32
0.53,0.35,0.32
0.53,0.35,0.32
0.53,0.35,0.32
0.53,0.35,0.32
0.53,0.35,0.32
0.53,0.35,0.32
0.53,0.35,0.33
0.53,0.35,0.33
0.52,0.35,0.33
0.53,0.35,0.33
0.53,0.35,0.33
0.53,0.35,0.33
0.53,0.36,0.33
0.52,0.35,0.33
0.53,0.35,0.33
0.53,0.35,0.33
0.53,0.35,0.34
0.52,0.36,0.33
0.52,0.35,0.39
0.53,0.35,0.38
0.52,0.35,0.38
0.53,0.36,0.37
0.52,0.35,0.37
0.53,0.36,0.37
0.53,0.36,0.36
0.53,0.36,0.36
0.53,0.36,0.36
0.53,0.36,0.35
0.53,0.36,0.35
0.53,0.36,0.35
0.52,0.36,0.35
0.52,0.36,0.35
0.52,0.36,0.35
0.52,0.36,0.35
0.52,0.37,0.35
0.53,0.36,0.34
0.53,0.36,0.34
0.52,0.36,0.35
0.53,0.36,0.35
0.53,0.36,0.34
0.53,0.36,0.34
0.53,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.53,0.36,0.34
0.53,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.53,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.34
0.52,0.36,0.36
0.53,0.36,0.35
0.52,0.36,0.35
0.53,0.36,0.35
0.52,0.36,0.35
0.53,0.36,0.34
0.52,0.36,0.35
0.53,0.36,0.35
0.53,0.36,0.34
0.52,0.36,0.35
0.53,0.36,0.35
0.53,0.36,0.34
0.53,0.36,0.35
0.53,0.36,0.35
0.53,0.36,0.34
0.53,0.36,0.35
0.53,0.36,0.35
0.53,0.36,0.34
0.53,0.36,0.35
0.53,0.36,0.34
0.53,0.37,0.34
0.53,0.37,0.34
0.52,0.37,0.34
0.53,0.36,0.34
0.53,0.37,0.34
0.53,0.37,0.34
0.53,0.37,0.34
0.53,0.37,0.34
0.53,0.37,0.35
0.53,0.37,0.34
0.53,0.37,0.34
0.53,0.37,0.34
0.53,0.37,0.35
0.53,0.37,0.34
0.53,0.37,0.34
0.53,0.37,0.35
0.53,0.37,0.35
0.53,0.37,0.35
0.53,0.37,0.35
0.53,0.37,0.35
0.53,0.37,0.35
0.53,0.37,0.35
0.53,0.37,0.34
0.69,0.33,0.29
0.78,0.47,0.17
0.77,0.3,0.21
0.78,0.34,0.22
0.89,0.32,0.21
0.78,0.32,0.29
0.79,0.34,0.43
0.76,0.61,0.31
0.76,0.34,0.42
0.73,0.38,0.56
0.92,0.5,0.52
0.7,0.38,0.43
0.72,0.31,0.48
0.7,0.39,0.43
0.64,0.3,0.53
0.73,0.33,0.42
0.77,0.33,0.45
0.93,0.32,0.24
0.96,0.32,0.59
0.95,0.34,0.46
0.92,0.35,0.27
0.93,0.36,0.15
0.81,0.4,0.15
0.79,0.38,0.14
0.8,0.39,0.15
0.8,0.38,0.17
0.78,0.37,0.15
0.77,0.41,0.23
0.78,0.39,0.4
0.78,0.31,0.3
0.77,0.27,0.15
0.77,0.26,0.2
0.75,0.23,0.23
0.74,0.23,0.39
0.75,0.22,0.29
0.76,0.21,0.16
0.75,0.21,0.3
0.78,0.24,0.34
0.75,0.22,0.33
0.69,0.11,0.17
0.77,0.1,0.16
0.87,0.1,0.16
0.65,0.1,0.16
0.77,0.13,0.21
0.76,0.13,0.24
0.64,0.14,0.29
0.63,0.14,0.3
0.72,0.13,0.32
0.53,0.12,0.31
0.67,0.11,0.22
0.7,0.11,0.17
0.67,0.13,0.18
0.66,0.14,0.22
0.77,0.11,0.2
0.63,0.15,0.2
0.56,0.13,0.35
0.61,0.26,0.44
0.62,0.31,0.15
0.62,0.29,0.14
0.62,0.36,0.13
0.61,0.36,0.11
0.61,0.28,0.37
0.62,0.32,0.45
0.81,0.3,0.19
0.77,0.3,0.12
0.73,0.31,0.19
0.65,0.18,0.11
0.28,0.06,0.02
0.16,0.07,0.03
0.17,0.04,0.12
0.14,0.07,0.44
0.19,0.22,0.06
0.35,0.41,0.23
0.42,0.36,0.36
0.56,0.45,0.37
0.64,0.39,0.28
0.52,0.42,0.4
0.55,0.42,0.35
0.11,0.51,0.35
0.38,0.55,0.28
0.29,0.43,0.37
0.24,0.57,0.12
0.36,0.52,0.11
0.43,0.5,0.1
0.49,0.44,0.1
0.7,0.6,0.1
0.72,0.62,0.47
0.64,0.6,0.42
0.51,0.55,0.32
0.65,0.45,0.11
0.56,0.46,0.1
0.54,0.49,0.1
0.52,0.41,0.1
0.87,0.4,0.09
0.88,0.78,0.09
0.97,0.56,0.09
0.94,0.58,0.09
0.96,0.59,0.1
0.95,0.61,0.1
0.96,0.5,0.1
1.01,0.48,0.1
1.06,0.46,0.1
1.07,0.42,0.1
1.04,0.32,0.1
0.97,0.47,0.1
0.93,0.42,0.1
0.92,0.42,0.1
0.91,0.45,0.1
0.9,0.43,0.1
0.91,0.45,0.1
0.9,0.41,0.1
0.89,0.5,0.1
0.88,0.54,0.18
0.85,0.43,0.16
0.86,0.41,0.15
0.86,0.42,0.16
0.86,0.43,0.16
0.86,0.52,0.13
0.85,0.52,0.14
0.85,0.53,0.14
0.99,0.51,0.14
0.98,0.46,0.12
0.9,0.48,0.11
0.8,0.47,0.11
0.83,0.47,0.11
0.86,0.49,0.13
0.83,0.51,0.14
0.91,0.54,0.12
0.88,0.53,0.12
0.88,0.52,0.12
0.86,0.5,0.12
0.86,0.49,0.12
0.86,0.49,0.12
0.86,0.5,0.12
0.86,0.46,0.12
0.86,0.55,0.1
0.86,0.37,0.1
0.9,0.55,0.1
0.87,0.54,0.11
0.87,0.46,0.11
0.82,0.44,0.11
0.76,0.5,0.11
0.74,0.48,0.1
0.44,0.54,0.11
0.49,0.39,0.1
0.5,0.37,0.08
0.57,0.26,0.1
0.03,0.82,0.7
0.17,0.12,0.35
0,0,0.05
0.14,0,0.55
0.29,0.08,0.42
0.25,0.14,0.44
0.27,0.13,0.53
0.32,0.06,0.55
0.19,0.07,0.45
0.32,0.14,0.35
0.07,0.11,0.43
0.48,0.12,0.36
0.19,0.06,0.28
0.75,0.13,0.44
0.61,0.08,0.51
0.6,0.07,0.4
0.58,0.08,0.45
0.64,0.07,0.43
0.73,0.08,0.27
0.68,0.07,0.28
0.77,0.07,0.26
0.59,0.11,0.28
0.68,0.1,0.29
0.58,0.1,0.23
0.7,0.07,0.18
0.56,0.07,0.19
0.51,0.08,0.19
0.5,0.08,0.32
0.5,0.07,0.31
0.57,0.08,0.2
0.58,0.06,0.21
0.59,0.07,0.29
0.76,0.11,0.24
0.78,0.09,0.27
0.7,0.09,0.27
0.7,0.24,0.25
0.79,0.12,0.15
0.68,0.16,0.31
0.74,0.17,0.4
0.62,0.17,0.38
