=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.03.24 08:54:25 =~=~=~=~=~=~=~=~=~=~=~=
A0  A1  A2
0.28 0.06 0.24
 
0.28 0.06 0.25
 
0.28 0.06 0.25
 
0.28 0.06 0.24
 
0.28 0.06 0.24
 
0.28 0.07 0.24
 
0.28 0.07 0.24
 
0.28 0.07 0.24
 
0.28 0.07 0.24
 
0.29 0.07 0.24
 
0.29 0.07 0.24
 
0.28 0.07 0.24
 
0.28 0.07 0.24
 
0.28 0.07 0.24
 
0.28 0.06 0.24
 
0.28 0.07 0.24
 
0.28 0.06 0.24
 
0.28 0.06 0.24
 
0.30 0.06 0.25
 
0.29 0.07 0.24
 
0.29 0.06 0.24
 
0.29 0.07 0.24
 
0.29 0.07 0.24
 
0.29 0.07 0.24
 
0.29 0.07 0.24
 
0.29 0.07 0.24
 
0.29 0.06 0.24
 
0.29 0.07 0.24
 
0.29 0.06 0.24
 
0.29 0.06 0.24
 
0.29 0.06 0.24
 
0.29 0.07 0.24
 
0.29 0.06 0.24
 
0.29 0.06 0.24
 
0.29 0.07 0.24
 
0.29 0.06 0.24
 
0.29 0.06 0.24
 
0.29 0.06 0.24
 
0.29 0.06 0.24
 
0.29 0.07 0.24
 
0.29 0.06 0.31
 
0.30 0.07 0.15
 
0.30 0.06 0.15
 
0.31 0.07 0.15
 
0.31 0.07 0.14
 
0.30 0.06 0.20
 
0.31 0.07 0.21
 
0.29 0.07 0.22
 
0.31 0.07 0.31
 
0.29 0.06 0.40
 
0.28 0.06 0.38
 
0.30 0.07 0.37
 
0.32 0.06 0.36
 
0.31 0.07 0.40
 
0.30 0.07 0.43
 
0.30 0.07 0.43
 
0.31 0.07 0.44
 
0.30 0.07 0.40
 
0.30 0.07 0.42
 
0.31 0.07 0.42
 
0.30 0.07 0.43
 
0.31 0.07 0.43
 
0.31 0.06 0.41
 
0.30 0.07 0.40
 
0.30 0.07 0.41
 
0.30 0.07 0.41
 
0.30 0.06 0.40
 
0.30 0.06 0.40
 
0.30 0.07 0.40
 
0.30 0.07 0.39
 
0.30 0.06 0.39
 
0.31 0.07 0.39
 
0.30 0.07 0.39
 
0.30 0.07 0.39
 
0.31 0.07 0.39
 
0.30 0.07 0.40
 
0.31 0.07 0.40
 
0.31 0.07 0.40
 
0.31 0.07 0.39
 
0.30 0.07 0.40
 
0.30 0.07 0.40
 
0.31 0.07 0.40
 
0.31 0.07 0.39
 
0.30 0.07 0.38
 
0.31 0.07 0.39
 
0.30 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.37
 
0.32 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.40
 
0.31 0.07 0.39
 
0.32 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.32 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.32 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.38
 
0.31 0.07 0.38
 
0.32 0.07 0.38
 
0.31 0.07 0.38
 
0.31 0.07 0.39
 
0.31 0.07 0.38
 
0.31 0.07 0.38
 
0.32 0.07 0.39
 
0.31 0.07 0.38
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.32 0.07 0.38
 
0.32 0.07 0.39
 
0.31 0.07 0.38
 
0.31 0.07 0.38
 
0.31 0.07 0.38
 
0.32 0.07 0.39
 
0.32 0.07 0.38
 
0.32 0.07 0.38
 
0.32 0.07 0.38
 
0.31 0.07 0.38
 
0.31 0.07 0.39
 
0.31 0.07 0.40
 
0.31 0.07 0.39
 
0.32 0.07 0.38
 
0.32 0.08 0.39
 
0.32 0.07 0.38
 
0.32 0.07 0.38
 
0.33 0.07 0.38
 
0.32 0.07 0.40
 
0.32 0.07 0.40
 
0.32 0.07 0.40
 
0.31 0.07 0.40
 
0.31 0.07 0.38
 
0.32 0.07 0.38
 
0.32 0.07 0.38
 
0.32 0.07 0.37
 
0.32 0.07 0.37
 
0.32 0.07 0.37
 
0.32 0.07 0.37
 
0.31 0.07 0.38
 
0.31 0.07 0.37
 
0.32 0.07 0.37
 
0.32 0.07 0.37
 
0.31 0.07 0.37
 
0.32 0.07 0.38
 
0.31 0.07 0.42
 
0.32 0.08 0.40
 
0.32 0.07 0.41
 
0.32 0.08 0.40
 
0.32 0.07 0.40
 
0.32 0.07 0.40
 
0.32 0.07 0.39
 
0.32 0.07 0.39
 
0.31 0.07 0.39
 
0.31 0.07 0.39
 
0.32 0.08 0.39
 
0.32 0.07 0.39
 
0.32 0.07 0.39
 
0.32 0.07 0.39
 
0.32 0.07 0.39
 
0.31 0.08 0.39
 
0.32 0.07 0.38
 
0.32 0.07 0.38
 
0.32 0.07 0.38
 
0.32 0.07 0.37
 
0.32 0.07 0.36
 
0.32 0.07 0.36
 
0.32 0.07 0.36
 
0.32 0.07 0.36
 
0.32 0.07 0.35
 
0.32 0.07 0.36
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.36
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.36
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.35
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.33
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.34
 
0.31 0.07 0.34
 
0.32 0.07 0.34
 
0.32 0.07 0.34
 
0.31 0.07 0.33
 
0.31 0.07 0.34
