=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.16 11:51:52 =~=~=~=~=~=~=~=~=~=~=~=
23A0  A1  A2
 
1.18 0.94 0.04
 
1.19 0.94 0.04
 
1.19 0.93 0.04
 
1.19 0.94 0.04
 
1.18 0.94 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.17 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.17 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.92 0.04
 
1.18 0.93 0.04
 
1.18 0.93 0.04
 
1.18 0.92 0.04
 
1.17 0.92 0.04
 
1.18 0.92 0.04
 
1.18 0.92 0.04
 
1.17 0.92 0.04
 
1.18 0.92 0.04
 
1.18 0.92 0.04
 
1.18 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.18 0.92 0.04
 
1.18 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.91 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.92 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.92 0.04
 
1.17 0.91 0.04
 
1.17 0.92 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.16 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.16 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.17 0.91 0.04
 
1.16 0.91 0.04
 
1.16 0.91 0.04
 
1.16 0.91 0.04
 
1.16 0.91 0.04
 
1.16 0.91 0.04
 
1.16 0.91 0.04
 
1.16 0.91 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.16 0.89 0.04
 
1.16 0.89 0.04
 
1.16 0.90 0.04
 
1.16 0.89 0.04
 
1.16 0.90 0.04
 
1.16 0.90 0.04
 
1.15 0.89 0.04
 
1.16 0.89 0.04
 
1.15 0.89 0.04
 
1.16 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.89 0.04
 
1.14 0.89 0.04
 
1.15 0.89 0.04
 
1.15 0.88 0.04
 
1.14 0.89 0.04
 
1.15 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.15 0.88 0.04
 
1.15 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.87 0.04
 
1.14 0.88 0.04
 
1.14 0.88 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.14 0.87 0.04
 
1.13 0.87 0.04
 
1.14 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.03
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.13 0.87 0.04
 
1.12 0.87 0.04
 
1.13 0.86 0.04
 
1.12 0.87 0.04
 
1.12 0.86 0.04
 
1.13 0.86 0.04
 
1.13 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.13 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.85 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.85 0.03
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.86 0.04
 
1.12 0.85 0.04
 
1.12 0.86 0.04
 
1.12 0.85 0.04
 
1.12 0.85 0.04
 
1.12 0.85 0.04
 
1.12 0.85 0.04
 
1.12 0.85 0.04
 
1.12 0.85 0.04
 
1.12 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.12 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.03
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.84 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.85 0.04
 
1.11 0.84 0.03
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.10 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.85 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.10 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.11 0.84 0.04
 
1.10 0.84 0.04
 
1.11 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.11 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.83 0.04
 
1.10 0.84 0.03
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.84 0.04
 
1.10 0.84 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.03
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.09 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.09 0.82 0.03
 
1.09 0.83 0.04
 
1.10 0.83 0.04
 
1.10 0.83 0.04
 
1.09 0.83 0.04
 
1.09 0.83 0.04
 
1.09 0.83 0.04
 
1.09 0.83 0.04
 
1.09 0.83 0.03
 
1.09 0.83 0.04
 
1.09 0.83 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.03
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.03
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.03
 
1.09 0.82 0.04
 
1.09 0.82 0.03
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.82 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.82 0.03
 
1.09 0.82 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.82 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.03
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.04
 
1.09 0.81 0.03
 
1.08 0.81 0.04
 
1.09 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.80 0.04
 
1.08 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.81 0.03
 
1.08 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.80 0.03
 
1.08 0.81 0.03
 
1.08 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.81 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.03
 
1.08 0.80 0.04
 
1.08 0.81 0.04
 
1.08 0.80 0.03
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.03
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.03
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.07 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.80 0.04
 
1.07 0.80 0.04
 
1.07 0.80 0.04
 
1.08 0.80 0.04
 
1.08 0.79 0.04
 
1.08 0.80 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.80 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.80 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.03
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.03
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.03
 
1.07 0.79 0.03
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.03
 
1.07 0.79 0.03
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.03
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.79 0.04
 
1.07 0.78 0.03
 
1.07 0.78 0.04
 
1.07 0.79 0.03
 
1.06 0.79 0.04
 
1.07 0.78 0.04
 
1.07 0.78 0.03
 
1.07 0.79 0.04
 
1.07 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.79 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.07 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.03
 
1.06 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.78 0.03
 
1.06 0.78 0.04
 
1.06 0.78 0.03
 
1.06 0.78 0.04
 
1.05 0.78 0.04
 
1.06 0.78 0.04
 
1.06 0.77 0.04
 
1.05 0.78 0.04
 
1.05 0.77 0.03
 
1.06 0.77 0.04
 
1.05 0.77 0.04
 
1.06 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.06 0.77 0.04
 
1.06 0.77 0.03
 
1.06 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.03
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.03
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.03
 
1.05 0.77 0.03
 
1.05 0.77 0.03
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.03
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.03
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.77 0.04
 
1.05 0.76 0.03
 
1.05 0.76 0.03
 
1.05 0.76 0.04
 
1.05 0.77 0.04
 
1.05 0.76 0.03
 
1.04 0.76 0.03
 
1.05 0.76 0.03
 
1.05 0.77 0.04
 
1.05 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.03
 
1.05 0.76 0.04
 
1.05 0.76 0.04
 
1.04 0.76 0.04
 
1.05 0.76 0.03
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.03
 
1.04 0.76 0.03
 
1.04 0.76 0.03
 
1.04 0.76 0.03
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.03
 
1.04 0.76 0.03
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.03
 
1.04 0.76 0.03
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.03
 
1.04 0.76 0.03
 
1.04 0.76 0.03
 
1.04 0.75 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.03
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.04
 
1.04 0.76 0.03
 
1.04 0.75 0.03
 
1.04 0.76 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.03
 
1.04 0.76 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.03
 
1.04 0.75 0.03
 
1.04 0.75 0.03
 
1.04 0.75 0.03
 
1.04 0.75 0.04
 
1.03 0.75 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.03
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.03
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.03
 
1.03 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.04 0.75 0.04
 
1.03 0.74 0.03
 
1.03 0.75 0.03
 
1.03 0.74 0.04
 
1.03 0.75 0.03
 
1.03 0.74 0.04
 
1.03 0.75 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.74 0.03
 
1.03 0.74 0.03
 
1.03 0.74 0.04
 
1.03 0.73 0.04
 
1.03 0.74 0.04
 
1.03 0.74 0.04
 
1.02 0.73 0.03
 
1.03 0.73 0.04
 
1.02 0.73 0.04
 
1.03 0.73 0.04
 
1.03 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.03
 
1.02 0.74 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.03
 
1.02 0.73 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.72 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.03
 
1.02 0.73 0.03
 
1.02 0.73 0.03
 
1.02 0.72 0.04
 
1.02 0.73 0.03
 
1.02 0.73 0.03
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.72 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.73 0.04
 
1.02 0.72 0.04
 
1.02 0.72 0.04
 
1.02 0.73 0.04
 
1.01 0.72 0.03
 
1.02 0.72 0.03
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.02 0.72 0.04
 
1.01 0.72 0.04
 
1.02 0.72 0.04
 
1.02 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.03
 
1.02 0.72 0.04
 
1.01 0.72 0.04
 
1.02 0.72 0.04
 
1.01 0.72 0.03
 
1.02 0.72 0.04
 
1.01 0.72 0.03
 
1.01 0.72 0.03
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.03
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.03
 
1.01 0.72 0.04
 
1.01 0.72 0.03
 
1.01 0.72 0.03
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.03
 
1.01 0.72 0.03
 
1.01 0.72 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.03
 
1.01 0.72 0.03
 
1.01 0.72 0.03
 
1.01 0.71 0.03
 
1.01 0.72 0.03
 
1.01 0.71 0.04
 
1.01 0.72 0.04
 
1.01 0.72 0.03
 
1.01 0.72 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.04
 
1.01 0.72 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.04
 
1.01 0.71 0.04
 
1.01 0.71 0.04
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.04
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.01 0.71 0.04
 
1.01 0.71 0.04
 
1.01 0.71 0.03
 
1.00 0.71 0.04
 
1.00 0.71 0.03
 
1.00 0.71 0.04
 
1.00 0.71 0.04
 
1.01 0.71 0.04
 
1.00 0.71 0.04
 
1.00 0.71 0.04
 
1.01 0.71 0.03
 
1.01 0.71 0.03
 
1.00 0.71 0.03
 
1.00 0.71 0.04
 
1.00 0.71 0.04
 
1.00 0.71 0.04
 
1.00 0.71 0.03
 
1.00 0.71 0.04
 
1.00 0.71 0.03
 
1.00 0.71 0.03
 
1.00 0.71 0.04
 
1.00 0.71 0.04
 
1.00 0.71 0.04
 
1.00 0.71 0.03
 
1.00 0.71 0.03
 
1.00 0.71 0.03
 
1.00 0.71 0.04
 
1.00 0.71 0.03
 
1.00 0.71 0.03
 
1.00 0.71 0.03
 
1.00 0.71 0.03
 
1.00 0.71 0.04
 
1.00 0.70 0.04
 
1.00 0.71 0.04
 
1.00 0.70 0.04
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.71 0.04
 
1.00 0.70 0.04
 
1.00 0.70 0.04
 
1.00 0.70 0.03
 
1.00 0.70 0.04
 
1.00 0.70 0.04
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.04
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.04
 
0.99 0.70 0.04
 
1.00 0.70 0.04
 
0.99 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.03
 
1.00 0.70 0.04
 
1.00 0.70 0.03
 
0.99 0.70 0.03
 
1.00 0.70 0.04
 
1.00 0.70 0.04
 
0.99 0.70 0.03
 
0.99 0.70 0.03
 
1.00 0.70 0.04
 
0.99 0.70 0.04
 
0.99 0.70 0.04
 
1.00 0.70 0.03
 
1.00 0.70 0.04
 
0.99 0.70 0.04
 
0.99 0.70 0.04
 
0.99 0.70 0.03
 
0.99 0.70 0.03
 
0.99 0.70 0.04
 
